Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST1326,20,60987,29013,328,49,Yes
CUST1327,66,75836,27863,649,90,Yes
CUST1328,66,116801,43270,744,224,Yes
CUST1329,29,35191,6762,737,67,Yes
CUST1330,48,32451,45970,358,234,No
CUST1331,51,131574,27364,411,129,No
CUST1332,59,119379,29941,697,97,No
CUST1333,46,136692,11379,594,148,Yes
CUST1334,35,26014,33059,847,278,No
CUST1335,29,21267,27619,774,296,No
CUST1336,55,131673,28420,734,358,Yes
CUST1337,45,38139,31996,831,283,No
CUST1338,58,106947,28020,566,314,No
CUST1339,70,104829,8699,466,311,Yes
CUST1340,49,42349,48335,690,180,Yes
CUST1341,23,63078,21005,778,243,Yes
CUST1342,48,66861,21227,543,92,No
CUST1343,40,137247,20376,435,316,No
CUST1344,44,77372,47472,315,284,Yes
CUST1345,39,145185,25453,587,350,Yes
CUST1346,38,101501,43832,580,302,Yes
CUST1347,60,55167,10566,387,122,Yes
CUST1348,24,135143,9292,555,241,Yes
CUST1349,72,116084,24982,602,229,No
CUST1350,28,32183,12501,645,100,No
CUST1351,39,68840,27124,704,324,No
CUST1352,44,126818,16126,339,239,Yes
CUST1353,62,64921,6291,580,154,No
CUST1354,49,43969,40285,670,173,Yes
CUST1355,36,34920,26372,575,145,Yes
CUST1356,60,72530,7449,556,322,No
CUST1357,43,72461,35206,312,121,No
CUST1358,70,146131,48107,427,22,No
CUST1359,66,79839,32687,614,112,Yes
CUST1360,53,55629,42227,628,219,No
CUST1361,20,129537,38735,570,163,Yes
CUST1362,47,70556,32601,483,204,No
CUST1363,23,110426,22473,754,286,No
CUST1364,38,131499,6337,773,250,No
CUST1365,34,82684,35782,317,58,No
CUST1366,38,124844,43534,750,309,Yes
CUST1367,25,75278,6457,309,71,No
CUST1368,67,105045,25743,777,76,Yes
CUST1369,43,136146,29755,337,39,Yes
CUST1370,73,124452,42378,667,129,No
CUST1371,50,41860,30578,791,285,Yes
CUST1372,70,34818,26130,523,69,No
CUST1373,18,37368,42521,718,298,Yes
CUST1374,60,111248,11404,359,257,Yes
CUST1375,73,115212,37005,381,214,Yes
CUST1376,52,27686,11557,583,344,Yes
CUST1377,47,148656,49244,621,309,No
CUST1378,44,143531,18494,365,81,No
CUST1379,21,130670,27017,751,39,Yes
CUST1380,30,40892,37553,484,277,Yes
CUST1381,51,33593,37949,564,104,Yes
CUST1382,41,74529,48737,582,287,No
CUST1383,57,139436,27252,565,130,No
CUST1384,66,97430,15920,806,76,No
CUST1385,49,83265,45293,430,135,No
CUST1386,58,125154,24629,532,37,Yes
CUST1387,46,94572,28811,478,272,Yes
CUST1388,66,108918,33573,450,322,No
CUST1389,21,77430,18222,350,290,No
CUST1390,31,43758,37568,538,49,No
CUST1391,35,100127,46644,417,135,No
CUST1392,53,69774,9936,339,287,No
CUST1393,26,122126,40116,488,294,No
CUST1394,36,67002,19029,818,54,No
CUST1395,46,100131,23832,750,185,Yes
CUST1396,74,23777,22377,624,280,No
CUST1397,62,133059,8115,342,287,Yes
CUST1398,49,109714,24485,533,59,No
CUST1399,25,135336,42586,362,144,Yes
CUST1400,19,129908,31347,565,145,Yes
CUST1401,58,115325,19803,563,182,Yes
CUST1402,56,147591,45931,316,293,No
CUST1403,69,136885,11026,661,81,No
CUST1404,33,37125,42892,345,103,No
CUST1405,63,83318,11208,540,34,No
CUST1406,28,140638,43788,658,230,Yes
CUST1407,37,83979,27075,411,263,No
CUST1408,53,34802,22915,379,117,No
CUST1409,18,136338,9408,819,83,Yes
CUST1410,53,73907,42121,754,124,Yes
CUST1411,44,77761,39803,415,337,Yes
CUST1412,23,26025,36147,823,57,Yes
CUST1413,32,28301,32990,379,277,Yes
CUST1414,71,54290,18745,542,87,No
CUST1415,25,105848,27761,508,331,Yes
CUST1416,47,61187,10024,633,238,Yes
CUST1417,25,21620,47699,680,48,No
CUST1418,59,112349,24781,725,228,No
CUST1419,71,133814,38072,373,336,Yes
CUST1420,27,108857,24654,736,291,No
CUST1421,49,88788,33371,589,53,No
CUST1422,63,120601,48480,446,176,No
CUST1423,36,117468,40386,325,247,No
CUST1424,50,95582,25535,634,96,No
CUST1425,63,114866,18112,668,360,No
CUST1426,35,94057,32152,643,153,No
CUST1427,44,49358,31365,717,184,No
CUST1428,71,148174,21466,683,27,No
CUST1429,48,145273,45957,781,28,Yes
CUST1430,48,107797,38775,601,17,No
CUST1431,33,134444,34702,331,25,No
CUST1432,47,64341,49011,464,352,Yes
CUST1433,53,88039,40885,677,24,Yes
CUST1434,27,88564,16835,345,27,Yes
CUST1435,42,110209,6219,597,54,Yes
CUST1436,30,111826,46146,453,177,No
CUST1437,56,101033,38831,326,96,Yes
CUST1438,50,32483,17225,408,338,No
CUST1439,65,76734,42804,516,311,Yes
CUST1440,74,106732,37715,620,53,Yes
CUST1441,26,115243,18956,823,54,No
CUST1442,73,52581,48306,820,109,No
CUST1443,22,83167,35624,652,258,No
CUST1444,35,65318,22559,520,62,Yes
CUST1445,67,106993,46807,687,236,Yes
CUST1446,68,108643,39912,333,287,Yes
CUST1447,72,104070,45266,453,343,Yes
CUST1448,44,70446,33424,690,202,Yes
CUST1449,39,39484,42101,380,41,Yes
CUST1450,68,129973,46075,379,334,No
CUST1451,50,128322,8924,529,321,Yes
CUST1452,35,93183,39227,815,25,Yes
CUST1453,70,136924,18149,728,88,Yes
CUST1454,18,149471,28873,424,192,Yes
CUST1455,36,100335,35309,840,172,No
CUST1456,64,27152,14682,352,206,Yes
CUST1457,37,21526,20753,783,356,Yes
CUST1458,71,104331,14861,837,70,No
CUST1459,55,142469,49912,832,270,No
CUST1460,55,40568,24678,751,342,Yes
CUST1461,60,86265,33533,624,160,No
CUST1462,49,131259,31886,575,161,No
CUST1463,73,81510,25883,499,145,Yes
CUST1464,27,131656,9222,600,93,No
CUST1465,46,84990,46545,549,55,No
CUST1466,52,133956,18340,636,291,No
CUST1467,48,41679,32029,548,87,No
CUST1468,40,29812,22493,670,319,Yes
CUST1469,39,118491,23811,536,354,Yes
CUST1470,53,84441,47339,766,307,No
CUST1471,66,62026,15524,622,288,Yes
CUST1472,52,51574,21806,418,256,No
CUST1473,42,63371,44402,546,159,Yes
CUST1474,47,147158,20475,755,263,No
CUST1475,38,56458,31598,719,279,Yes
CUST1476,73,26599,20629,670,51,No
CUST1477,30,86444,12442,381,89,Yes
CUST1478,62,49190,14827,660,101,No
CUST1479,33,92154,17577,817,159,No
CUST1480,54,104320,6815,378,268,No
CUST1481,42,69628,21094,670,330,Yes
CUST1482,32,72858,25351,795,33,No
CUST1483,72,127099,35419,535,172,Yes
CUST1484,67,50801,36810,759,206,Yes
CUST1485,44,30332,41688,728,252,No
CUST1486,20,80174,33582,535,32,Yes
CUST1487,38,78220,32657,428,271,Yes
CUST1488,65,125022,47396,850,234,No
CUST1489,48,95108,7425,550,251,No
CUST1490,63,78733,18237,717,25,Yes
CUST1491,69,31536,15443,441,34,No
CUST1492,42,132274,22872,566,318,No
CUST1493,42,85333,13941,593,37,No
CUST1494,60,78598,6909,649,13,No
CUST1495,68,61426,21934,621,350,No
CUST1496,70,35559,23204,420,145,No
CUST1497,59,148538,48166,383,137,Yes
CUST1498,27,85191,41091,718,205,No
CUST1499,49,117679,16533,731,188,Yes
CUST1500,20,105638,47224,817,337,No
CUST1501,26,22329,7767,451,186,Yes
CUST1502,50,33453,36840,806,57,No
CUST1503,55,72879,6304,502,197,No
CUST1504,39,74046,8625,484,276,No
CUST1505,73,24696,10500,764,152,Yes
CUST1506,24,93024,25572,315,283,No
CUST1507,73,91971,44426,470,88,Yes
CUST1508,72,20022,24528,423,219,No
CUST1509,46,128253,9166,728,205,No
CUST1510,24,31913,31673,569,300,No
CUST1511,51,123780,28818,781,74,Yes
CUST1512,47,99194,49018,403,132,No
CUST1513,18,146244,48085,429,223,No
CUST1514,64,101142,10918,334,88,Yes
CUST1515,27,103563,31010,741,149,Yes
CUST1516,44,59924,14211,324,273,No
CUST1517,73,136668,20469,470,128,Yes
CUST1518,59,86628,12335,374,176,No
CUST1519,27,93706,42419,435,201,Yes
CUST1520,22,47112,37784,827,350,Yes
CUST1521,48,105799,12906,842,37,Yes
CUST1522,68,108011,39207,697,199,Yes
CUST1523,34,79796,48530,732,170,Yes
CUST1524,39,144564,43038,662,99,No
CUST1525,57,64676,39423,430,307,Yes
CUST1526,62,67624,21502,711,204,Yes
CUST1527,43,128175,37535,547,33,Yes
CUST1528,59,27113,10914,600,294,Yes
CUST1529,23,127031,20602,421,32,Yes
CUST1530,72,49218,44309,644,332,No
CUST1531,39,130666,13013,644,252,Yes
CUST1532,72,79566,25539,410,39,No
CUST1533,61,63512,26580,346,220,Yes
CUST1534,72,93420,43294,375,118,Yes
CUST1535,52,120586,30555,663,135,No
CUST1536,42,101232,20462,759,222,Yes
CUST1537,38,98636,32713,718,320,No
CUST1538,58,82014,19287,760,326,No
CUST1539,63,113933,14455,746,297,Yes
CUST1540,74,106136,12000,596,247,Yes
CUST1541,66,67617,16478,788,328,No
CUST1542,49,113836,19031,437,193,No
CUST1543,73,79314,22992,487,20,Yes
CUST1544,52,34945,33801,821,331,No
CUST1545,20,32771,31763,385,337,Yes
CUST1546,57,119525,21666,455,281,No
CUST1547,22,106364,43632,307,106,Yes
CUST1548,33,49064,8665,678,76,Yes
CUST1549,58,20287,37136,764,45,No
CUST1550,61,64742,39961,688,43,No
CUST1551,36,66548,29556,628,149,No
CUST1552,32,128774,12403,749,36,No
CUST1553,65,103055,25741,480,74,Yes
CUST1554,23,146410,40765,820,212,No
CUST1555,45,124846,32772,586,141,Yes
CUST1556,24,58270,36120,399,282,No
CUST1557,66,91786,49743,537,75,Yes
CUST1558,58,88417,21144,604,296,Yes
CUST1559,63,69006,23201,805,282,Yes
CUST1560,73,112025,14496,649,14,No
CUST1561,24,33935,28789,349,145,No
CUST1562,46,26000,36144,830,332,No
CUST1563,28,137555,29100,837,144,Yes
CUST1564,62,41516,25196,820,341,No
CUST1565,37,84542,6381,736,102,No
CUST1566,75,38408,47296,592,292,No
CUST1567,19,127720,44702,630,254,No
CUST1568,20,113959,7281,693,267,Yes
CUST1569,38,117322,48399,626,139,No
CUST1570,68,114576,8583,482,276,No
CUST1571,21,73636,49013,446,111,No
CUST1572,36,34019,20707,342,205,Yes
CUST1573,40,53330,21579,515,108,No
CUST1574,41,100065,41223,740,282,Yes
CUST1575,45,45679,30211,831,343,No
CUST1576,27,44581,25268,584,44,Yes
CUST1577,33,35826,46874,621,216,Yes
CUST1578,51,141925,28780,401,149,No
CUST1579,44,131698,49908,655,136,Yes
CUST1580,54,71497,12998,591,91,No
CUST1581,61,48257,40055,469,356,No
CUST1582,68,79905,20491,421,45,No
CUST1583,29,128075,33993,594,84,No
CUST1584,28,122422,30458,580,216,No
CUST1585,29,44979,5515,798,328,Yes
CUST1586,23,113950,30754,749,359,Yes
CUST1587,57,64293,21746,529,163,Yes
CUST1588,73,34125,24719,473,99,Yes
CUST1589,42,119241,10914,595,279,Yes
CUST1590,57,74325,20431,565,304,No
CUST1591,61,26094,24491,408,342,No
CUST1592,33,141454,18787,537,354,Yes
CUST1593,49,103000,15500,585,353,Yes
CUST1594,55,129768,33760,444,169,Yes
CUST1595,27,108098,46376,398,220,No
CUST1596,32,97176,25786,511,164,Yes
CUST1597,47,36150,47233,820,93,Yes
CUST1598,58,121206,31626,472,22,Yes
CUST1599,34,136884,7220,328,136,No
CUST1600,47,79048,22959,340,226,No
CUST1601,34,79950,10249,850,78,No
CUST1602,60,106305,37223,499,200,Yes
CUST1603,18,97242,35873,306,282,No
CUST1604,75,145329,32063,800,232,No
CUST1605,69,86086,26805,326,121,No
CUST1606,47,37647,32680,678,65,No
CUST1607,75,146334,11579,508,170,No
CUST1608,36,85382,15508,588,140,No
CUST1609,61,20568,22102,736,54,No
CUST1610,52,89515,38183,755,248,Yes
CUST1611,28,116497,9349,833,32,No
CUST1612,22,26366,28059,429,211,No
CUST1613,46,92512,32582,764,161,No
CUST1614,40,142592,44460,602,335,No
CUST1615,55,76729,40895,412,211,Yes
CUST1616,37,129945,26415,422,92,Yes
CUST1617,58,96692,34704,755,193,Yes
CUST1618,45,83298,6792,742,203,Yes
CUST1619,62,141159,8414,805,160,Yes
CUST1620,34,86628,47033,569,33,Yes
CUST1621,47,122377,47047,388,107,No
CUST1622,72,140738,17041,440,218,No
CUST1623,37,139299,46297,585,129,Yes
CUST1624,30,43226,34058,419,357,Yes
CUST1625,42,110677,47015,662,200,No
CUST1626,72,95832,13918,380,186,Yes
CUST1627,48,42760,5201,527,290,No
CUST1628,24,115747,31257,376,107,Yes
CUST1629,33,126855,18112,634,162,No
CUST1630,42,36827,46176,460,110,Yes
CUST1631,54,33573,25024,819,23,No
CUST1632,40,70778,25560,643,354,No
CUST1633,54,106182,42736,582,55,No
CUST1634,36,98714,10389,764,252,No
CUST1635,62,99450,12263,825,205,Yes
CUST1636,36,135696,15343,375,169,No
CUST1637,19,62184,21358,622,222,Yes
CUST1638,71,86074,38840,339,155,No
CUST1639,60,135525,47544,743,160,No
CUST1640,43,70418,13525,402,274,Yes
CUST1641,35,74875,43929,833,306,No
CUST1642,18,148385,49941,625,283,Yes
CUST1643,54,99822,31890,494,270,Yes
CUST1644,73,140050,25932,336,23,Yes
CUST1645,61,110769,34588,308,127,Yes
CUST1646,67,119925,36350,551,67,Yes
CUST1647,65,52537,13749,440,200,Yes
CUST1648,21,55860,22083,685,135,No
CUST1649,56,72149,16369,525,296,No
CUST1650,65,146300,43864,500,268,Yes
CUST1651,49,64939,26468,571,277,Yes
CUST1652,71,147204,23467,781,103,Yes
CUST1653,75,58557,18019,455,153,No
CUST1654,75,79355,10531,796,181,Yes
CUST1655,36,125486,32164,491,80,No
CUST1656,67,37481,29091,808,250,No
CUST1657,69,38111,16920,589,324,Yes
CUST1658,32,74099,30788,434,43,Yes
CUST1659,56,98974,29728,503,356,Yes
CUST1660,69,111752,42381,390,186,Yes
CUST1661,40,136187,19711,828,31,No
CUST1662,32,118097,6358,519,160,No
CUST1663,58,87147,6505,303,339,Yes
CUST1664,30,59179,41603,744,41,No
CUST1665,57,130503,47408,368,161,No
CUST1666,34,111946,45108,802,134,Yes
CUST1667,61,91802,46066,513,116,No
CUST1668,66,132814,19988,482,122,No
CUST1669,64,61144,10831,339,118,Yes
CUST1670,67,113306,35305,728,193,Yes
CUST1671,60,116576,17993,569,111,No
CUST1672,61,142619,22156,689,281,Yes
CUST1673,71,92559,16059,540,143,No
CUST1674,26,102913,8262,657,312,Yes
CUST1675,58,48487,31282,795,173,No
CUST1676,24,46330,45501,843,74,Yes
CUST1677,75,47487,33108,484,214,No
CUST1678,58,101810,44347,607,125,Yes
CUST1679,59,113635,22049,537,84,Yes
CUST1680,20,58086,14781,599,64,No
CUST1681,37,109995,10836,796,58,Yes
CUST1682,68,65258,29112,801,60,Yes
CUST1683,46,140742,16149,701,319,Yes
CUST1684,20,108129,42174,665,244,Yes
CUST1685,55,37389,12690,792,281,Yes
CUST1686,41,148625,5925,602,250,Yes
CUST1687,64,113113,39461,398,75,Yes
CUST1688,26,105208,33518,524,290,Yes
CUST1689,23,147818,34734,415,36,No
CUST1690,36,145609,49145,594,322,No
CUST1691,38,43306,37384,729,113,Yes
CUST1692,65,86046,12766,757,135,No
CUST1693,44,91105,19711,633,315,No
CUST1694,29,111004,18313,553,58,Yes
CUST1695,30,103476,17487,735,335,Yes
CUST1696,26,62255,22445,418,359,No
CUST1697,68,113107,23871,480,113,Yes
CUST1698,52,35126,37385,775,264,Yes
CUST1699,74,119716,30039,626,122,No
CUST1700,41,66168,13532,416,80,Yes
CUST1701,51,93699,33266,655,219,Yes
CUST1702,50,82963,18540,707,341,Yes
CUST1703,35,96389,44327,431,177,No
CUST1704,71,94794,19127,795,127,No
CUST1705,28,143558,23544,800,32,Yes
CUST1706,34,107445,49380,721,220,Yes
CUST1707,70,113077,17410,540,29,No
CUST1708,48,74719,32415,329,51,Yes
CUST1709,69,108374,16820,597,54,No
CUST1710,36,118024,31773,574,325,Yes
CUST1711,65,137160,14564,819,270,No
CUST1712,73,130282,6885,520,266,Yes
CUST1713,39,89979,24018,718,179,No
CUST1714,69,57477,22157,362,211,No
CUST1715,25,135012,20432,630,60,Yes
CUST1716,47,131057,45480,567,248,No
CUST1717,22,75363,34555,625,268,No
CUST1718,27,125946,21273,721,220,Yes
CUST1719,66,21673,29224,700,294,No
CUST1720,32,88515,43201,752,280,Yes
CUST1721,73,33955,49844,735,16,Yes
CUST1722,61,23312,47417,708,17,No
CUST1723,64,69921,35026,566,106,No
CUST1724,61,39048,10618,355,118,Yes
CUST1725,43,26955,5676,574,25,Yes
CUST1726,72,107851,35728,797,27,No
CUST1727,69,27419,13729,524,312,Yes
CUST1728,53,46201,26184,647,66,Yes
CUST1729,41,54993,31054,346,183,Yes
CUST1730,23,118328,18907,615,224,No
CUST1731,68,122961,30132,758,69,No
CUST1732,43,41094,32740,719,293,No
CUST1733,18,148913,44137,526,77,Yes
CUST1734,34,57567,21792,470,317,No
CUST1735,52,109573,9787,848,280,No
CUST1736,25,52841,11244,511,18,No
CUST1737,47,39192,41503,412,137,Yes
CUST1738,41,130019,8850,637,205,Yes
CUST1739,61,28130,8415,432,182,No
CUST1740,65,110517,26814,320,253,No
CUST1741,61,122807,20390,321,338,No
CUST1742,34,58684,35863,688,266,Yes
CUST1743,55,46738,28219,392,147,No
CUST1744,42,118775,44739,641,157,Yes
CUST1745,70,90932,48960,661,317,No
CUST1746,58,24234,44205,364,73,No
CUST1747,41,67013,7982,350,224,Yes
CUST1748,24,126696,5351,831,13,Yes
CUST1749,61,79322,21623,515,329,No
CUST1750,32,33432,38065,670,360,No
CUST1751,48,100754,45609,848,121,Yes
CUST1752,19,133775,29965,503,212,No
CUST1753,57,108542,24825,460,200,Yes
CUST1754,74,116926,30866,848,324,Yes
CUST1755,53,93647,48991,705,189,Yes
CUST1756,38,133356,29307,534,80,No
CUST1757,57,49400,13666,597,41,No
CUST1758,32,117309,41671,465,51,Yes
CUST1759,59,104819,7695,682,171,No
CUST1760,22,93566,43042,639,321,Yes
CUST1761,58,70972,16755,723,48,Yes
CUST1762,70,51142,22058,520,75,No
CUST1763,47,86967,16132,554,281,No
CUST1764,62,122800,38013,313,339,No
CUST1765,37,124442,37298,336,306,Yes
CUST1766,59,124703,27228,320,158,No
CUST1767,44,111242,35676,839,67,Yes
CUST1768,25,57701,13645,404,288,No
CUST1769,26,110824,10875,813,161,Yes
CUST1770,20,107096,25795,707,127,Yes
CUST1771,20,26157,39761,796,130,No
CUST1772,37,141436,33372,343,215,No
CUST1773,49,70014,14292,460,283,No
CUST1774,25,70797,22065,589,256,Yes
CUST1775,24,74600,12657,608,187,No
CUST1776,33,145396,25530,324,25,Yes
CUST1777,74,123299,7894,535,312,Yes
CUST1778,52,147903,13380,553,83,Yes
CUST1779,26,109803,37716,334,220,No
CUST1780,42,60980,23415,578,111,No
CUST1781,47,146593,28631,426,99,Yes
CUST1782,41,92368,33186,686,92,No
CUST1783,60,27051,23541,710,122,No
CUST1784,65,21699,22250,434,322,No
CUST1785,62,117474,45169,576,320,No
CUST1786,52,52943,22285,386,270,Yes
CUST1787,44,46619,38880,378,87,No
CUST1788,55,101338,25513,375,49,Yes
CUST1789,65,133881,33558,816,134,Yes
CUST1790,64,122357,15812,725,243,Yes
CUST1791,27,132780,25679,320,152,Yes
CUST1792,74,134048,37196,315,183,Yes
CUST1793,44,78073,14913,455,184,No
CUST1794,59,128787,41416,397,226,Yes
CUST1795,24,49563,48084,700,51,Yes
CUST1796,71,139470,46723,498,59,No
CUST1797,49,103071,33835,619,142,Yes
CUST1798,57,112357,8487,631,30,No
CUST1799,44,113001,17381,735,162,No
CUST1800,35,104886,14740,824,78,Yes
CUST1801,20,68200,8576,323,278,No
CUST1802,62,118973,20064,609,286,Yes
CUST1803,41,97120,17002,580,220,Yes
CUST1804,31,91645,7350,769,33,No
CUST1805,46,116790,35818,507,199,No
CUST1806,46,99087,22054,402,334,No
CUST1807,33,45751,15718,570,22,No
CUST1808,72,121731,35614,782,184,Yes
CUST1809,41,115015,33601,685,133,Yes
CUST1810,24,146391,12603,598,264,No
CUST1811,61,45362,37434,739,214,Yes
CUST1812,41,58558,7673,395,231,Yes
CUST1813,52,78827,33935,527,234,No
CUST1814,75,43255,28364,716,35,Yes
CUST1815,59,148903,41756,585,277,No
CUST1816,40,109477,36798,794,61,No
CUST1817,21,29760,34999,591,71,No
CUST1818,43,44507,37308,846,77,No
CUST1819,35,146153,12372,818,230,Yes
CUST1820,30,42779,14702,550,21,Yes
CUST1821,25,116348,13103,691,33,Yes
CUST1822,72,87350,27911,317,110,No
CUST1823,70,35643,11132,808,40,No
CUST1824,47,69440,18351,703,278,No
CUST1825,23,25326,23619,681,116,No
CUST1826,60,76165,16839,410,196,No
CUST1827,31,56583,16029,763,211,Yes
CUST1828,59,92954,38340,529,215,Yes
CUST1829,58,54634,22877,325,323,No
CUST1830,56,37048,41912,706,57,No
CUST1831,19,41093,48459,537,25,Yes
CUST1832,21,96544,43382,757,209,No
CUST1833,68,130888,18919,678,90,Yes
CUST1834,39,53425,43243,788,245,No
CUST1835,33,20739,5270,411,49,No
CUST1836,26,63327,39472,618,176,Yes
CUST1837,68,81122,42407,640,120,Yes
CUST1838,54,113020,16833,447,63,No
CUST1839,31,142879,32290,385,101,Yes
CUST1840,22,40290,10035,397,123,Yes
CUST1841,71,25235,21132,473,142,No
CUST1842,66,40146,37644,512,186,No
CUST1843,53,141717,49361,801,194,Yes
CUST1844,31,62287,11180,555,38,Yes
CUST1845,55,98234,26538,385,232,No
CUST1846,31,26665,6701,444,272,Yes
CUST1847,70,121405,23630,712,293,Yes
CUST1848,73,142209,49650,784,105,No
CUST1849,32,101968,49606,835,235,Yes
CUST1850,39,100689,12994,538,304,No
CUST1851,67,130512,30832,360,67,No
CUST1852,27,106755,29481,805,260,No
CUST1853,68,59472,43688,558,332,Yes
CUST1854,75,84297,11951,721,260,Yes
CUST1855,56,123534,26203,618,229,Yes
CUST1856,18,95061,15077,645,299,No
CUST1857,35,92110,6892,454,341,No
CUST1858,72,66934,10312,337,85,No
CUST1859,27,29552,35161,629,330,No
CUST1860,26,122764,48223,716,119,Yes
CUST1861,52,112757,36447,305,280,No
CUST1862,34,61662,34756,574,147,Yes
CUST1863,69,88864,46179,514,160,Yes
CUST1864,29,48830,22650,800,32,Yes
CUST1865,25,145434,43941,811,71,Yes
CUST1866,60,44100,48123,620,135,Yes
CUST1867,73,88236,5380,541,167,No
CUST1868,19,28936,26589,629,295,Yes
CUST1869,26,123056,7873,772,14,No
CUST1870,18,86209,48002,794,282,Yes
CUST1871,40,40889,45787,826,241,Yes
CUST1872,68,74516,34694,383,111,Yes
CUST1873,68,91182,26293,407,187,No
CUST1874,33,90390,42300,735,164,Yes
CUST1875,55,72876,13475,379,133,No
CUST1876,38,32051,18852,684,256,No
CUST1877,19,65796,8190,430,353,Yes
CUST1878,29,48992,47181,313,293,Yes
CUST1879,34,135788,23543,465,282,No
CUST1880,21,47964,26179,832,81,Yes
CUST1881,26,106944,8639,424,220,Yes
CUST1882,65,63500,9634,470,35,Yes
CUST1883,44,63393,40858,502,120,Yes
CUST1884,51,67290,44471,748,131,Yes
CUST1885,25,58479,29994,416,342,No
CUST1886,65,48632,11065,339,203,No
CUST1887,22,144558,31139,734,326,No
CUST1888,48,118652,21722,807,75,Yes
CUST1889,46,101039,16666,474,39,Yes
CUST1890,67,89533,20733,837,64,No
CUST1891,41,82240,31143,798,353,No
CUST1892,50,93575,10845,443,201,Yes
CUST1893,55,127962,6344,728,243,Yes
CUST1894,24,118583,18646,708,21,Yes
CUST1895,46,148599,15678,309,322,No
CUST1896,50,105105,30460,603,36,No
CUST1897,32,21153,31371,420,271,Yes
CUST1898,57,35036,23673,745,200,Yes
CUST1899,20,107679,47412,601,301,Yes
CUST1900,64,65351,47864,577,309,No
CUST1901,68,78414,15101,835,45,No
CUST1902,73,51502,12903,630,160,Yes
CUST1903,60,138554,24565,680,158,Yes
CUST1904,51,104182,37168,469,305,Yes
CUST1905,37,100439,33335,444,105,No
CUST1906,47,140403,25322,597,20,No
CUST1907,59,101412,49889,835,243,Yes
CUST1908,19,51958,44551,509,142,Yes
CUST1909,21,145684,13604,680,310,Yes
CUST1910,48,25226,28530,831,96,No
CUST1911,72,109463,48615,557,218,No
CUST1912,43,136085,11298,783,318,Yes
CUST1913,45,62065,29081,773,305,No
CUST1914,61,69987,38597,515,331,Yes
CUST1915,24,140053,18098,638,332,No
CUST1916,49,124360,37087,438,227,No
CUST1917,63,143861,34192,468,331,No
CUST1918,46,34860,30433,836,305,Yes
CUST1919,22,70577,36223,785,204,Yes
CUST1920,75,53631,22595,310,348,Yes
CUST1921,23,90809,41900,625,163,No
CUST1922,38,114892,44343,726,294,Yes
CUST1923,56,57070,32726,483,340,No
CUST1924,27,23238,10912,453,321,No
CUST1925,22,139450,32691,781,319,Yes
CUST1926,26,87746,29132,368,358,Yes
CUST1927,35,127755,45230,305,359,No
CUST1928,57,120990,17213,619,245,Yes
CUST1929,58,69146,33449,492,57,No
CUST1930,55,87411,46332,504,279,Yes
CUST1931,53,125226,32919,396,163,Yes
CUST1932,63,86680,11091,850,86,No
CUST1933,38,78400,7650,769,286,Yes
CUST1934,42,83806,38642,638,199,Yes
CUST1935,56,25747,27396,396,308,Yes
CUST1936,51,58854,35377,362,208,Yes
CUST1937,36,137739,49331,779,338,Yes
CUST1938,47,105397,19695,460,303,No
CUST1939,50,45232,47441,368,139,No
CUST1940,56,61984,49973,658,87,No
CUST1941,45,87357,15162,531,181,Yes
CUST1942,24,30793,37461,653,301,No
CUST1943,68,144284,39555,314,64,Yes
CUST1944,62,32577,46258,497,162,Yes
CUST1945,25,41940,47416,581,22,No
CUST1946,72,147353,39385,591,268,Yes
CUST1947,59,145341,10503,736,170,Yes
CUST1948,59,121360,24051,613,303,No
CUST1949,74,90513,35685,676,328,No
CUST1950,67,89888,33662,712,111,Yes
CUST1951,53,20960,10189,560,101,Yes
CUST1952,64,102173,36300,507,109,Yes
CUST1953,73,28581,24686,379,67,Yes
CUST1954,31,47627,14739,456,106,Yes
CUST1955,45,107862,13374,405,126,No
CUST1956,46,102511,49847,521,162,Yes
CUST1957,74,121394,24687,586,84,No
CUST1958,32,47941,21295,482,232,No
CUST1959,44,133370,39281,569,218,Yes
CUST1960,39,109837,33031,404,300,Yes
CUST1961,70,75601,24364,429,298,No
CUST1962,47,129532,42259,834,40,Yes
CUST1963,43,33621,8127,692,220,No
CUST1964,44,46945,41109,638,330,Yes
CUST1965,64,90484,10015,583,23,Yes
CUST1966,24,128625,7955,784,297,No
CUST1967,38,112109,38647,514,254,No
CUST1968,45,135164,12053,472,91,No
CUST1969,38,147955,38466,302,215,No
CUST1970,60,117173,32847,537,339,Yes
CUST1971,34,121607,32067,521,72,Yes
CUST1972,41,77047,11192,393,246,Yes
CUST1973,27,104746,35451,450,225,No
CUST1974,61,127053,48309,446,27,Yes
CUST1975,48,143175,42255,468,340,Yes
CUST1976,22,29452,21605,786,238,No
CUST1977,23,117896,28295,300,101,Yes
CUST1978,71,109921,21702,631,122,Yes
CUST1979,23,40152,43375,379,170,No
CUST1980,23,23113,10358,353,299,Yes
CUST1981,45,80191,37993,440,128,No
CUST1982,24,113961,6066,823,278,Yes
CUST1983,65,63478,12466,750,322,Yes
CUST1984,65,24965,48357,735,124,Yes
CUST1985,41,31471,35335,783,178,No
CUST1986,69,29600,16767,634,355,Yes
CUST1987,26,27113,16941,609,351,Yes
CUST1988,53,43329,30752,812,320,Yes
CUST1989,21,124099,7966,420,197,Yes
